notification_no,work_order_no,notification_date,order_created_date,completion_date,functional_location,equipment_tag,equipment_description,equipment_class,priority,status,craft,process_upset,failure_mode,failure_code,cause_code,outage_required,labor_hours,material_cost_usd,notification_short_text,notification_long_text
10451095,40871095,2025-10-17,2025-10-17,2025-10-18,U400-DEETHANIZER-500,PV-501,column pressure control valve,control_valve,P2,TECO,MECH,valve_stiction,air leak,AIR_LEAK,TUBING,Y,10.6,4758.86,"PV-501 air leak again, prod upset","C shift called for PV-501 colmn pressure control valve, loop cycling seen during valve stiction. Foud air leak; positioner supply drop. Tag plate dirty, confirmd by line up with panel. changed gasket and boxed up. need watch next feed swing. notif made by ops, maint attended same shift."
10451096,40871096,2025-10-20,2025-10-20,2025-11-03,U400-DEETHANIZER-500,FV-502,reflux flow control valve,control_valve,P3,CLSD,ANLYZR,reflux_pump_degradation,hunting loop,CTRL_OSC,TUNE,N,7.6,3468.35,"FV-502 seal weep, hunting loop","B shift called for FV-502 reflux flow control vavle, seal weep seen during reflux pump degradation. Foud hunting loop; bad response after upset. reset trip and monitored for 2 hrs. unit stable now. notif made by ops, maint attended same shift."
10451097,40871097,2025-10-22,2025-10-23,2025-10-25,U400-DEETHANIZER-500,PV-501,column pressure control valve,control_valve,P2,COMP,INST,condenser_fouling,hunting loop,CTRL_OSC,TUNE,N,3.8,1313.12,PV-501 hunting loop pls chk,"B shift called for PV-501 column press control valve, high ovhd press seen during condenser fouling. Foud hunting loop; bad response after upset. opened strainer, cleaned black sludge. no leak at handover. notif made by ops, maint attended same shift."
10451098,40871098,2025-10-24,2025-10-24,2025-10-31,U400-DEETHANIZER-500,P-502A,bottoms pump A,pump,P3,CLSD,E&I,feed_composition_shift,seal leak,MECH_SEAL,SEAL,N,12.1,2024.01,P-502A not ok after feed composition shift,"C shift called for P-502A bottoms pump A, anlyzr off seen during feed composition shift. Foud seal leak; seal face worn / dry run signs. History shows same complain last mnth. opened strainer, cleaned black sludge. no leak at handover. notif made by ops, maint attended same shift."
10451099,40871099,2025-10-22,2025-10-24,2025-10-24,U400-DEETHANIZER-500,XV-501,feed shutdown valve,shutdown_valve,P2,COMP,INST,normal_wear,solenoid fault,SOL,ELEC,N,1.3,5243.2,"XV-501 leak, solenoid fault","night called for XV-501 feed shutdown valve, bad reading seen during normal wear. Foud solenoid fault; coil hot/no shift. No spare in store at first, used refurb one from shop. opened strainer, cleaned black sludge. need watch next feed swing. notif made by ops, maint attended same shift."
10451100,40871100,2025-10-23,2025-10-23,2025-10-23,U400-DEETHANIZER-500,LV-501,reflux drum level valve,control_valve,P3,TECO,ANLYZR,reflux_pump_degradation,not stroking,NO_TRAVEL,ACT,N,10.8,5740.43,"LV-501 low reflux, not stroking","days called for LV-501 reflux drum level valve, min flow hot seen during reflux pump degradation. Foud not stroking; actuator weak. Tag plate dirty, confirmd by line up with panel. tightened fittings, leak test ok. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451101,40871101,2025-10-28,2025-10-29,2025-10-29,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P3,TECO,ANLYZR,reboiler_duty_loss,loose wire,SIGNAL,ELEC,N,16.2,901.07,chk TT-501B - loose wire frm ops,"night called for TT-501B sensitive tray temperature tx, rb circ cold seen during reboiler duty loss. Foud loose wire; term loose. changed gasket and boxed up. need watch next feed swing. notif made by ops, maint attended same shift."
10451102,40871102,2025-10-25,2025-10-25,2025-10-26,U400-DEETHANIZER-500,LV-502,bottoms level valve,control_valve,P2,TECO,ROT,valve_stiction,not stroking,NO_TRAVEL,ACT,N,3.6,354.32,chk LV-502 - not stroking frm ops,"B shift called for LV-502 bottoms level valve, valve sticking seen during valve stiction. Foud not stroking; actuator weak. flushed impulse/sample line. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451103,40871103,2025-10-29,2025-10-31,2025-11-02,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P2,COMP,VALVE,feed_temperature_ramp,tube fouling,FOULING,PROCESS,N,8.3,596.08,chk E-503 - tube fouling frm ops,"C shift called for E-503 feed bottoms exchanger, rb duty up seen during feed temperature ramp. Foud tube fouling; duty low, delta t poor. replaced positioner tubing and retuned small. ops says ok for now. notif made by ops, maint attended same shift."
10451104,40871104,2025-10-29,2025-10-29,2025-10-29,U400-DEETHANIZER-500,AIT-502,bottoms C3+ analyzer,analyzer,P3,COMP,E&I,feed_composition_shift,anlyzr drift,DRIFT,CAL_GAS,N,5.7,863.98,"AIT-502 anlyzr drift again, prod upset","night called for AIT-502 bottoms C3+ analyzer, c3 in feed hi seen during feed composition shift. Foud anlyzr drift; cal gas failed. swapped to standby and repaired. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451105,40871105,2025-11-02,2025-11-03,2025-11-03,U400-DEETHANIZER-500,TT-503,reboiler outlet temperature tx,instrument,P4,CLSD,OPS+INST,reboiler_duty_loss,loose wire,SIGNAL,ELEC,N,15.9,6535.8,TT-503 not ok after reboiler duty loss,"night called for TT-503 reboiler outlet temperature tx, steam/hm valve no resp seen during reboiler duty loss. Foud loose wire; term loose. opened strainer, cleaned black sludge. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451106,40871106,2025-11-05,2025-11-05,2025-11-12,U400-DEETHANIZER-500,T-501,deethanizer column,column,P4,COMP,ROT,feed_composition_shift,weeping flange,LEAK,GASKET,N,6.5,6194.68,T-501 not ok after feed composition shift,"night called for T-501 deethanizer column, btm heavy seen during feed composition shift. Foud weeping flange; manway/flange seep. Could not get permit first time waiting area gas test. opened strainer, cleaned black sludge. unit stable now. notif made by ops, maint attended same shift."
10451107,40871107,2025-11-06,2025-11-07,2025-11-07,U400-DEETHANIZER-500,FV-502,reflux flow control valve,control_valve,P2,TECO,VALVE,reboiler_duty_loss,not stroking,NO_TRAVEL,ACT,N,6.7,4517.23,FV-502 not stroking noisy,"days called for FV-502 reflux flow ctrl valve, c2 in btm seen during reboiler duty loss. Foud not stroking; actuator weak. cleaned and put back online. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451108,40871108,2025-11-03,2025-11-03,2025-11-04,U400-DEETHANIZER-500,FT-501,feed flow transmitter,instrument,P3,CLSD,OPS+INST,pressure_control_fault,loose wire,SIGNAL,ELEC,N,5.7,2041.74,FT-501 not ok after press control fault,"B shift called for FT-501 feed flow transmitter, pv not movng seen during press control fault. Foud loose wire; term loose. reset trip and monitored for 2 hrs. readng close to dcs after job. notif made by ops, maint attended same shift."
10451109,40871109,2025-11-05,2025-11-07,2025-11-08,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P2,TECO,ANLYZR,feed_temperature_ramp,loose wire,SIGNAL,ELEC,N,3.6,4391.8,"TT-501B ovhd press moving, loose wire","A shift called for TT-501B sensitive tray temperature tx, ovhd press moving seen during feed temperature ramp. Foud loose wire; term loose. replaced positioner tubing and retuned small. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451110,40871110,2025-11-08,2025-11-09,2025-11-11,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P2,CLSD,OPS+INST,reflux_pump_degradation,low disch press,HYD_LOSS,FOUL,Y,19.0,6808.87,P-501B not ok after reflux pump degradation,"A shift called for P-501B reflux pump B, pump vib seen during reflux pump degradation. Foud low disch press; strainer dirty or impeller wear. Tag plate dirty, confirmd by line up with panel. tightened fittings, leak test ok. no leak at handover. notif made by ops, maint attended same shift."
10451111,40871111,2025-11-10,2025-11-10,2025-11-10,U400-DEETHANIZER-500,PSV-501A,column relief valve A,relief,P3,COMP,MECH,pressure_control_fault,due to lift chk,LIFT_EVENT,PROCESS,N,8.0,3095.61,chk PSV-501A - due to lift chk frm ops,"night called for PSV-501A column relief valve A, pv not movng seen during pressure control fault. Foud due to lift chk; after pressure excursion. No spare in store at first, used refurb one from shop. flushed impulse/sample line. unit stable now. notif made by ops, maint attended same shift."
10451112,40871112,2025-11-13,2025-11-13,2025-11-14,U400-DEETHANIZER-500,FV-502,reflux flow control valve,control_valve,P3,COMP,ANLYZR,reflux_pump_degradation,passing,LEAK_BY,SEAT,N,4.4,594.06,FV-502 passing asap,"C shift called for FV-502 reflux flow control valve, pump vib seen during reflux pump degradation. Foud passing; seat leak by. History shows same complain last mnth. calibrated, loop checked with CCR. readng close to dcs after job. notif made by ops, maint attended same shift."
10451113,40871113,2025-11-14,2025-11-15,2025-11-16,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P2,TECO,OPS+INST,valve_stiction,low duty,DUTY_LOSS,UTILITY,N,16.1,2063.24,chk E-501 - low duty frm ops,"C shift called for E-501 deethanizer reboiler, position bad seen during valve stiction. Foud low duty; hm valve/strainer issue. flushed impulse/sample line. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451114,40871114,2025-11-13,2025-11-13,2025-11-14,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P2,COMP,OPS+MECH,reboiler_duty_loss,not stroking,NO_TRAVEL,ACT,N,4.7,1213.22,chk TV-501 - not stroking frm ops,"C shift called for TV-501 rebiler hot medium valve, steam/hm valve no resp seen during rebiler duty loss. Foud not stroking; actuator weak. flushed impulse/sample line. need watch next feed swing. notif made by ops, maint attended same shift."
10451115,40871115,2025-11-14,2025-11-15,2025-11-16,U400-DEETHANIZER-500,PSV-501B,column relief valve B,relief,P2,TECO,OPS+MECH,pressure_control_fault,car seal broken,CSO,HUMAN,N,8.6,6175.34,"PSV-501B flare valve chekd, car seal broken","A shift called for PSV-501B column relief vavle B, pv not movng seen during pressure control fault. Foud car seal broken; seal missing found. flushed impulse/sample line. need watch next feed swing. notif made by ops, maint attended same shift."
10451116,40871116,2025-11-18,2025-11-18,2025-11-18,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P2,TECO,MECH,feed_temperature_ramp,air leak,AIR_LEAK,TUBING,Y,11.3,3521.84,TV-501 not ok after feed temperature ramp,"B shift called for TV-501 reboiler hot medium valve, rb duty up seen during feed temperature ramp. Foud air leak; positioner supply drop. replaced positioner tubing and retuned small. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451117,40871117,2025-11-16,2025-11-17,2025-11-20,U400-DEETHANIZER-500,P-502A,bottoms pump A,pump,P2,TECO,OPS+MECH,pressure_control_fault,seal leak,MECH_SEAL,SEAL,Y,8.9,2273.67,P-502A not ok after pressure control fault,"A shift called for P-502A bottoms pump A, pshh close call seen during pressure control fault. Foud seal leak; seal face worn / dry run signs. No spare in store at first, used refurb one from shop. swapped to standby and repaired. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451118,40871118,2025-11-21,2025-11-21,2025-11-23,U400-DEETHANIZER-500,PV-501,column pressure control valve,control_valve,P3,CLSD,E&I,pressure_control_fault,not stroking,NO_TRAVEL,ACT,N,6.7,1361.96,PV-501 not ok after pressure control fault,"B shift called for PV-501 column pressure control valve, flare valve chekd seen during pressure control fault. Foud not stroking; actuator weak. reset trip and monitored for 2 hrs. need watch next feed swing. notif made by ops, maint attended same shift."
10451119,40871119,2025-11-20,2025-11-22,2025-11-22,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P3,TECO,E&I,normal_wear,vib high,VIB,ALIGN,N,3.1,16214.53,P-501B vib high after upset,"night called for P-501B reflux pump B, leak seen during normal wear. Foud vib high; coupling align or cavitation. stroke tested, response better. no leak at handover. notif made by ops, maint attended same shift."
10451120,40871120,2025-11-20,2025-11-21,2025-11-21,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P2,CLSD,OPS+MECH,normal_wear,low disch press,HYD_LOSS,FOUL,Y,20.6,14312.4,chk P-501A - low disch press frm ops,"B shift called for P-501A reflux pump A, plugged impulse seen during normal wear. Foud low disch press; strainer dirty or impeller wear. opened strainer, cleaned black sludge. ops says ok for now. notif made by ops, maint attended same shift."
10451121,40871121,2025-11-27,2025-11-29,2025-11-30,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P2,CLSD,INST,feed_temperature_ramp,air leak,AIR_LEAK,TUBING,N,7.7,2619.69,TV-501 not ok after feed temperature ramp,"night called for TV-501 rebiler hot medium valve, tray temp drift seen during feed temperature ramp. Foud air leak; positioner supply drop. Tag plate dirty, confirmd by line up with panel. stroke tested, response better. ops says ok for now. notif made by ops, maint attended same shift."
10451122,40871122,2025-11-23,2025-11-23,2025-11-24,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P4,COMP,ROT,condenser_fouling,air leak,AIR_LEAK,TUBING,N,17.6,5625.44,"TV-502 cw dt low, air leak","A shift called for TV-502 condenser cooling valve, high ovhd press seen during condenser fouling. Foud air leak; positioner supply drop. calibrated, loop chekd with CCR. need watch next feed swing. notif made by ops, maint attended same shift."
10451123,40871123,2025-11-27,2025-11-29,2025-12-02,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P3,CLSD,INST,reflux_pump_degradation,bearing hot,BRG,WEAR,N,14.4,448.72,"P-501B bearing hot again, prod upset","days called for P-501B rflx pump B, seal weep seen during rflx pump degradation. Foud bearing hot; brg rough, lube dark. Tag plate dirty, confirmd by line up with panel. cleaned and put back online. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451124,40871124,2025-11-28,2025-11-28,2025-11-28,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P3,COMP,E&I,reflux_pump_degradation,rb leak,LEAK,GASKET,N,1.4,13844.19,"E-501 rb leak again, prod upset","night called for E-501 deethanizer reboiler, pump vib seen during reflux pump degradation. Foud rb leak; channel flange weep. Tag plate dirty, confirmd by line up with panel. swapped to standby and repaired. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451125,40871125,2025-11-30,2025-12-01,2025-12-01,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P1,CLSD,E&I,pressure_control_fault,high press,PERF,FOUL,Y,10.2,5025.89,E-502 high press ops req,"B shift called for E-502 deethanizer overhead condenser, press spike seen during pressure control fault. Foud high press; condensing duty poor. replaced positioner tubing and retuned small. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451126,40871126,2025-11-29,2025-12-01,2025-12-03,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,COMP,ANLYZR,feed_temperature_ramp,plugged pass,PLUG,FOUL,N,7.3,11476.48,E-503 not ok after feed temperature ramp,"A shift called for E-503 feed bottoms exchanger, tray temp drift seen during feed temperature ramp. Foud plugged pass; flow restricted. No spare in store at first, used refurb one from shop. stroke tested, response better. need watch next feed swing. notif made by ops, maint attended same shift."
10451127,40871127,2025-12-04,2025-12-06,2025-12-08,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P3,TECO,OPS+MECH,reboiler_duty_loss,hunting loop,CTRL_OSC,TUNE,N,11.5,340.42,"TV-501 hunting loop again, prod upset","B shift called for TV-501 reboiler hot medium vavle, c2 in btm seen during reboiler duty loss. Foud hunting loop; bad response after upset. swapped to standby and repaired. need watch next feed swing. notif made by ops, maint attended same shift."
10451128,40871128,2025-12-03,2025-12-03,2025-12-06,U400-DEETHANIZER-500,LV-502,bottoms level valve,control_valve,P3,COMP,ROT,valve_stiction,passing,LEAK_BY,SEAT,N,7.5,5018.82,"LV-502 passing again, prod upset","night called for LV-502 bottoms level valve, air leak seen during valve stiction. Foud passing; seat leak by. Line was hot so job done slow and with ops standing by. tightened fittings, leak test ok. readng close to dcs after job. notif made by ops, maint attended same shift."
10451129,40871129,2025-12-06,2025-12-07,2025-12-08,U400-DEETHANIZER-500,PT-501,column overhead pressure tx,instrument,P3,TECO,E&I,normal_wear,bad reading,DRIFT,CAL,N,3.5,945.41,PT-501 not ok after normal wear,"days called for PT-501 column overhead pressure tx, noise seen during normal wear. Foud bad reading; needs calib. Tag plate dirty, confirmd by line up with panel. calibrated, loop chekd with CCR. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451130,40871130,2025-12-08,2025-12-08,2025-12-08,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P4,CLSD,OPS+INST,condenser_fouling,no signal,NO_SIGNAL,ELEC,N,12.6,4172.41,"TT-501B no signal again, prod upset","night called for TT-501B sensitive tray temperature tx, drum temp hi seen during condenser fouling. Foud no signal; 24v or card issue. History shows same complain last mnth. cleaned and put back online. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451131,40871131,2025-12-09,2025-12-09,2025-12-10,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P3,COMP,OPS+MECH,reflux_pump_degradation,bearing hot,BRG,WEAR,N,12.3,10648.4,P-501A not ok after reflux pump degradation,"A shift called for P-501A reflux pump A, pump vib seen during reflux pump degradation. Foud bearing hot; brg rough, lube dark. changed gasket and boxed up. no leak at handover. notif made by ops, maint attended same shift."
10451132,40871132,2025-12-11,2025-12-12,2025-12-17,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P3,COMP,MECH,condenser_fouling,tv no travel,VALVE,STICK,N,17.1,16003.49,"E-502 tv no travel again, prod upset","days called for E-502 deethanizer overhead condenser, high ovhd press seen during condenser fouling. Foud tv no travel; cooling vavle stuck. cleaned and put back online. readng close to dcs after job. notif made by ops, maint attended same shift."
10451133,40871133,2025-12-10,2025-12-10,2025-12-10,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P3,CLSD,INST,pressure_control_fault,tv no travel,VALVE,STICK,N,17.4,10667.48,chk E-502 - tv no travel frm ops,"days called for E-502 deethanizer overhead condenser, pv not movng seen during pressure control fault. Foud tv no travel; cooling vavle stuck. No spare in store at first, used refurb one from shop. calibrated, loop checked with CCR. readng close to dcs after job. notif made by ops, maint attended same shift."
10451134,40871134,2025-12-12,2025-12-12,2025-12-19,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P3,CLSD,ANLYZR,normal_wear,vib high,VIB,ALIGN,N,12.0,5038.56,"P-501A noise, vib high","C shift called for P-501A reflux pump A, plugged impulse seen during normal wear. Foud vib high; coupling align or cavitation. reset trip and monitored for 2 hrs. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451135,40871135,2025-12-12,2025-12-13,2025-12-13,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P4,COMP,ANLYZR,normal_wear,high press,PERF,FOUL,N,2.6,12950.24,E-502 not ok after normal wear,"night called for E-502 deethanizer overhead condenser, loose term seen during normal wear. Foud high press; condensing duty poor. swapped to standby and repaired. unit stable now. notif made by ops, maint attended same shift."
10451136,40871136,2025-12-18,2025-12-18,2025-12-19,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P1,CLSD,MECH,pressure_control_fault,cw fouling,FOULING,UTILITY,Y,9.6,13833.16,E-502 not ok after pressure ctrl fault,"A shift called for E-502 deethanizer overhead condnsr, press spike seen during pressure ctrl fault. Foud cw fouling; cw side scaled. opened strainer, cleaned black sludge. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451137,40871137,2025-12-17,2025-12-17,2025-12-20,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P3,CLSD,INST,condenser_fouling,tv no travel,VALVE,STICK,N,10.1,4552.0,E-502 tv no travel chk & revert,"C shift called for E-502 deethanizer overhead condnsr, high ovhd press seen during condnsr fouling. Foud tv no travel; cooling valve stuck. stroke tested, response better. readng close to dcs after job. notif made by ops, maint attended same shift."
10451138,40871138,2025-12-18,2025-12-18,2025-12-18,U400-DEETHANIZER-500,AIT-502,bottoms C3+ analyzer,analyzer,P3,TECO,E&I,feed_composition_shift,anlyzr drift,DRIFT,CAL_GAS,N,9.6,4826.99,chk AIT-502 - anlyzr drift frm ops,"days called for AIT-502 bottoms C3+ analyzer, ovhd c3 slip seen during feed composition shift. Foud anlyzr drift; cal gas failed. stroke tested, response better. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451139,40871139,2025-12-23,2025-12-23,2025-12-25,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P2,TECO,INST,feed_flow_step,plugged pass,PLUG,FOUL,Y,13.0,7505.79,chk E-503 - plugged pass frm ops,"A shift called for E-503 feed bottoms exchanger, fic hunting seen during feed flow step. Foud plugged pass; flow restricted. No spare in store at first, used refurb one from shop. calibrated, loop checked with CCR. no leak at handover. notif made by ops, maint attended same shift."
10451140,40871140,2025-12-24,2025-12-24,2025-12-24,U400-DEETHANIZER-500,PSV-501A,column relief valve A,relief,P4,COMP,MECH,reboiler_duty_loss,car seal broken,CSO,HUMAN,N,16.4,4740.04,PSV-501A car seal broken bad,"A shift called for PSV-501A column relief valve A, c2 in btm seen during reboiler duty loss. Foud car seal broken; seal missing found. No spare in store at first, used refurb one from shop. flushed impulse/sample line. need watch next feed swing. notif made by ops, maint attended same shift."
10451141,40871141,2025-12-25,2025-12-26,2025-12-29,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P3,COMP,MECH,reboiler_duty_loss,fouled bundle,FOULING,PROCESS,N,7.0,14308.92,E-501 fouled bundle noisy,"night called for E-501 deethanizer reboiler, tray temp low seen during reboiler duty loss. Foud fouled bundle; bottoms side dirty. opened strainer, cleaned black sludge. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451142,40871142,2025-12-26,2025-12-26,2025-12-26,U400-DEETHANIZER-500,LT-501,reflux drum level tx,instrument,P2,CLSD,E&I,reboiler_duty_loss,bad reading,DRIFT,CAL,N,8.9,4702.27,"LT-501 bad reading again, prod upset","A shift called for LT-501 reflux drum level tx, c2 in btm seen during reboiler duty loss. Foud bad reading; needs calib. No spare in store at first, used refurb one from shop. cleaned and put back online. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451143,40871143,2025-12-26,2025-12-27,2025-12-28,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P2,CLSD,ROT,feed_composition_shift,tube leak sus,LEAK,TUBE,N,4.8,7859.65,"E-502 tube leak sus again, prod upset","A shift called for E-502 deethanizer overhead condnsr, btm heavy seen during feed composition shift. Foud tube leak sus; hydrotest reqd. opened strainer, cleaned black sludge. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451144,40871144,2025-12-27,2025-12-28,2025-12-29,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P2,COMP,INST,reflux_pump_degradation,motor trip,MOTOR,ELEC,N,7.7,7783.74,"P-501A motor trip again, prod upset","A shift called for P-501A reflux pump A, seal weep seen during reflux pump degradation. Foud motor trip; overload trip after upset. History shows same complain last mnth. swapped to standby and repaired. readng close to dcs after job. notif made by ops, maint attended same shift."
10451145,40871145,2025-12-30,2025-12-31,2025-12-31,U400-DEETHANIZER-500,V-501,deethanizer reflux drum,vessel,P3,TECO,OPS+INST,reboiler_duty_loss,boot drain leak,LEAK,VALVE,N,4.9,1460.39,V-501 not ok after reboiler duty loss,"A shift called for V-501 deethanizer rflx drum, steam/hm vavle no resp seen during reboiler duty loss. Foud boot drain leak; closed drain vavle passing. No spare in store at first, used refurb one from shop. opened strainer, cleaned black sludge. ops says ok for now. notif made by ops, maint attended same shift."
10451146,40871146,2025-12-31,2026-01-01,2026-01-15,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P1,COMP,ANLYZR,reflux_pump_degradation,cw fouling,FOULING,UTILITY,N,6.7,11503.68,E-502 not ok after reflux pump degradation,"night called for E-502 deethanizer overhead condenser, disch press low seen during reflux pump degradation. Foud cw fouling; cw side scaled. No spare in store at first, used refurb one from shop. tightened fittings, leak test ok. need watch next feed swing. notif made by ops, maint attended same shift."
10451147,40871147,2026-01-04,2026-01-06,2026-01-09,U400-DEETHANIZER-500,TT-503,reboiler outlet temperature tx,instrument,P2,TECO,INST,reboiler_duty_loss,loose wire,SIGNAL,ELEC,Y,19.3,3837.19,"TT-503 c2 in btm, loose wire","days called for TT-503 reboiler outlet temp tx, low heat seen during reboiler duty loss. Foud loose wire; term loose. reset trip and monitored for 2 hrs. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451148,40871148,2026-01-03,2026-01-04,2026-01-09,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P2,COMP,E&I,valve_stiction,tube leak sus,LEAK,TUBE,N,2.3,389.57,"E-502 position bad, tube leak sus","A shift called for E-502 deethanizer overhead condenser, position bad seen during vavle stiction. Foud tube leak sus; hydrotest reqd. Line was hot so job done slow and with ops standing by. replaced positioner tubing and retuned small. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451149,40871149,2026-01-06,2026-01-06,2026-01-08,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P4,COMP,OPS+INST,valve_stiction,hunting loop,CTRL_OSC,TUNE,N,6.3,5722.82,"TV-502 hunting loop again, prod upset","night called for TV-502 condenser cooling valve, loop cycling seen during valve stiction. Foud hunting loop; bad response after upset. Line was hot so job done slow and with ops standing by. cleaned and put back online. readng close to dcs after job. notif made by ops, maint attended same shift."
10451150,40871150,2026-01-06,2026-01-07,2026-01-14,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P2,COMP,ANLYZR,feed_temperature_ramp,low duty,DUTY_LOSS,UTILITY,N,10.7,3604.66,E-501 not ok after feed temperature ramp,"C shift called for E-501 deethanizer reboiler, spec off seen during feed temp ramp. Foud low duty; hm valve/strainer issue. History shows same complain last mnth. flushed impulse/sample line. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451151,40871151,2026-01-07,2026-01-08,2026-01-10,U400-DEETHANIZER-500,P-502A,bottoms pump A,pump,P3,COMP,INST,normal_wear,bearing hot,BRG,WEAR,N,17.9,2650.43,"P-502A bearing hot again, prod upset","days called for P-502A bottoms pump A, loose term seen during normal wear. Foud bearing hot; brg rough, lube dark. Tag plate dirty, confirmd by line up with panel. changed gasket and boxed up. unit stable now. notif made by ops, maint attended same shift."
10451152,40871152,2026-01-10,2026-01-10,2026-01-12,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P2,CLSD,MECH,feed_flow_step,bearing hot,BRG,WEAR,N,6.2,5351.14,P-501B not ok after feed flow step,"days called for P-501B reflux pump B, c2 recov down seen during feed flow step. Foud bearing hot; brg rough, lube dark. Tag plate dirty, confirmd by line up with panel. swapped to standby and repaired. unit stable now. notif made by ops, maint attended same shift."
10451153,40871153,2026-01-07,2026-01-07,2026-01-07,U400-DEETHANIZER-500,P-502B,bottoms pump B,pump,P3,CLSD,ROT,reboiler_duty_loss,low disch press,HYD_LOSS,FOUL,N,12.4,14375.2,P-502B low disch press pls chk,"A shift called for P-502B bottoms pump B, c2 in btm seen during reboiler duty loss. Foud low disch press; strainer dirty or impeller wear. Tag plate dirty, confirmd by line up with panel. stroke tested, response better. readng close to dcs after job. notif made by ops, maint attended same shift."
10451154,40871154,2026-01-11,2026-01-12,2026-01-12,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P1,CLSD,MECH,valve_stiction,air leak,AIR_LEAK,TUBING,N,13.8,208.59,"TV-501 valve sticking, air leak","night called for TV-501 reboiler hot medium valve, op jumps seen during valve stiction. Foud air leak; positioner supply drop. cleaned and put back online. unit stable now. notif made by ops, maint attended same shift."
10451155,40871155,2026-01-12,2026-01-12,2026-01-12,U400-DEETHANIZER-500,FT-502,reflux flow transmitter,instrument,P3,CLSD,OPS+INST,feed_temperature_ramp,loose wire,SIGNAL,ELEC,N,1.4,6612.23,"FT-502 loose wire again, prod upset","C shift called for FT-502 reflux flow transmitter, feed temp high seen during feed temperature ramp. Foud loose wire; term loose. stroke tested, response better. ops says ok for now. notif made by ops, maint attended same shift."
